game_id,home_team,away_team,went_ot,home_goals,away_goals,home_xg,away_xg,home_shots,away_shots,home_assists,away_assists,home_penalties_min,away_penalties_min,home_penalties_committed,away_penalties_committed,total_toi,game_num,home_win,goal_diff,xg_diff
game_15,uk,vietnam,1,4,5,3.8033,2.9291,29,28,5,6,18,20,9,10,4888.93,15,0,-1,0.8742000000000001
game_16,thailand,france,0,5,4,3.1379,4.1225,23,31,6,6,16,10,8,5,3600.02,16,1,1,-0.9845999999999995
game_17,philippines,peru,0,1,0,2.9396,2.1473,29,20,2,0,4,20,2,10,3599.98,17,1,1,0.7923
game_18,india,vietnam,0,4,3,3.5978,2.211,31,22,6,5,10,10,5,5,3600.0,18,1,1,1.3868
game_19,saudi_arabia,canada,1,3,2,3.1115,2.6092,28,26,6,4,10,8,5,4,3987.48,19,1,1,0.5023
game_20,germany,iceland,0,5,4,2.9139,3.0934,27,26,7,7,8,14,4,7,3600.0,20,1,1,-0.1795
game_21,serbia,pakistan,0,5,1,3.1109,2.8301,27,29,7,1,8,12,4,6,3599.98,21,1,4,0.28080000000000016
game_22,ethiopia,mongolia,0,2,1,3.0645,2.0284999999999997,28,24,4,1,8,10,4,5,3600.02,22,1,1,1.036
game_23,uae,usa,0,4,3,2.4256,3.075,25,28,4,3,16,14,8,7,3599.99,23,1,1,-0.6494
game_24,oman,new_zealand,0,2,1,2.3993,3.5362,21,26,2,1,20,14,10,7,3600.0,24,1,1,-1.1368999999999998
game_25,brazil,uk,0,1,0,2.3157,3.3295,18,32,0,0,8,4,4,2,3600.0,25,1,1,-1.0137999999999998
game_26,guatemala,rwanda,0,3,1,3.1877,2.5611,27,25,1,2,18,25,9,11,3600.0,26,1,2,0.6265999999999998
game_27,kazakhstan,morocco,1,6,5,2.5223,2.4802,28,24,12,7,12,22,6,10,3934.84,27,1,1,0.042100000000000026
game_28,switzerland,indonesia,1,3,4,2.4529,1.9003,30,20,6,8,10,6,5,3,4154.53,28,0,-1,0.5526
game_29,netherlands,singapore,0,4,2,4.2118,2.5566,36,25,5,4,16,12,8,6,3600.01,29,1,2,1.6552000000000002
game_30,mexico,south_korea,0,3,2,4.0512,2.2328,32,22,4,4,14,22,7,10,3600.0,30,1,1,1.8183999999999996
game_31,uk,thailand,0,4,1,2.7761,2.9684999999999997,22,25,7,2,6,18,3,8,3600.02,31,1,3,-0.19239999999999968
game_32,pakistan,new_zealand,0,6,3,5.3972,1.702,39,16,9,6,6,18,3,9,3600.0,32,1,3,3.6952
game_33,oman,ethiopia,0,2,1,3.0274,3.0988,28,23,4,2,30,18,15,9,3600.0,33,1,1,-0.07140000000000013
game_34,iceland,saudi_arabia,0,3,4,3.4536,2.6107,30,26,5,3,10,14,5,7,3599.99,34,0,-1,0.8428999999999998
game_35,france,morocco,1,4,5,4.2088,6.3128,43,57,7,10,18,10,9,5,6678.61,35,0,-1,-2.104
game_36,indonesia,peru,0,2,3,1.8014000000000001,2.4469,17,25,4,5,10,12,5,5,3600.01,36,0,-1,-0.6454999999999997
game_37,south_korea,serbia,0,6,5,3.6105,2.8134,38,24,9,7,20,16,10,8,3599.99,37,1,1,0.7970999999999999
game_38,rwanda,panama,0,2,4,2.4674,2.1664000000000003,20,21,4,8,8,12,4,6,3599.99,38,0,-2,0.3009999999999997
game_39,kazakhstan,usa,0,7,5,5.3913,2.3693999999999997,38,23,10,8,0,20,0,10,3600.0099999999998,39,1,2,3.0219000000000005
game_40,singapore,mexico,1,3,4,2.9815,4.5845,34,37,6,5,14,8,7,4,3615.03,40,0,-1,-1.6030000000000002
game_41,netherlands,china,0,6,1,3.1838,2.7880000000000003,30,28,9,2,10,10,5,5,3599.99,41,1,5,0.39579999999999993
game_42,vietnam,brazil,0,1,7,2.0888999999999998,4.9276,24,29,2,12,22,10,11,5,3600.0099999999998,42,0,-6,-2.8387000000000002
game_43,uae,canada,1,2,1,2.8978,3.1845,28,33,2,2,6,16,3,7,4131.61,43,1,1,-0.28669999999999973
game_44,philippines,mongolia,0,3,2,2.8973,2.1706,26,25,4,3,14,10,7,5,3600.01,44,1,1,0.7267000000000001
game_45,guatemala,switzerland,1,2,1,2.9989,2.1036,34,31,3,2,16,12,8,6,5124.47,45,1,1,0.8952999999999998
game_46,panama,rwanda,0,1,2,2.9219,2.1125,23,22,2,3,6,8,3,4,3600.01,46,0,-1,0.8094000000000001
game_47,morocco,ethiopia,0,5,4,4.7666,2.7741,40,27,10,4,10,14,5,7,3600.0099999999998,47,1,1,1.9925000000000006
game_48,saudi_arabia,oman,0,5,1,3.5814,1.7435,29,19,8,1,2,22,1,10,3600.0,48,1,4,1.8378999999999999
game_49,iceland,france,0,5,3,2.3723,3.6208,21,30,9,5,18,10,9,5,3600.01,49,1,2,-1.2485
game_50,china,netherlands,0,2,4,2.565,2.6427,22,25,3,5,10,12,5,6,3600.0,50,0,-2,-0.0777000000000001
game_51,india,switzerland,1,3,2,1.56,2.5818,20,29,6,4,14,12,7,6,3772.2000000000003,51,1,1,-1.0217999999999998
game_52,new_zealand,pakistan,0,2,1,3.2662,2.545,24,21,3,2,8,24,4,12,3599.98,52,1,1,0.7212000000000001
game_53,south_korea,uk,1,3,4,2.9661,3.3045,26,26,5,6,22,14,11,7,4096.42,53,0,-1,-0.33840000000000003
game_54,germany,philippines,0,5,2,3.7561999999999998,2.2807,32,22,9,4,12,10,6,5,3600.0,54,1,3,1.4754999999999998
game_55,serbia,peru,0,2,4,2.9132,2.7614,24,31,3,7,10,14,5,7,3599.98,55,0,-2,0.1517999999999997
game_56,brazil,guatemala,0,4,2,3.0253,4.2247,30,43,7,3,16,8,8,4,3600.01,56,1,2,-1.1994000000000002
game_57,vietnam,mongolia,0,3,2,2.4981,2.5895,23,23,5,4,8,6,4,3,3600.0099999999998,57,1,1,-0.09140000000000015
game_58,usa,singapore,0,4,0,4.0328,2.2963,30,23,7,0,10,18,5,9,3600.0,58,1,4,1.7365
game_59,thailand,kazakhstan,0,5,4,2.4251,1.9215,18,19,6,6,12,12,6,6,3600.0,59,1,1,0.5036
game_60,canada,mexico,0,3,5,3.7547,2.7776,32,28,5,9,12,14,6,7,3600.0,60,0,-2,0.9771000000000001
game_61,indonesia,uae,0,4,3,1.6115,3.2452,22,31,7,4,10,6,5,2,3600.01,61,1,1,-1.6337000000000002
game_62,guatemala,saudi_arabia,0,2,1,2.2497,2.8996,21,30,3,1,6,10,3,5,3599.99,62,1,1,-0.6499000000000001
game_63,new_zealand,serbia,0,6,4,3.1903,2.9715,27,24,10,5,22,16,11,8,3600.03,63,1,2,0.21880000000000033
game_64,thailand,ethiopia,0,2,4,2.9768000000000003,2.1217,25,21,4,7,18,18,8,9,3599.99,64,0,-2,0.8551000000000002
game_65,india,rwanda,0,2,1,2.1747,2.5636,19,25,4,1,8,16,4,8,3599.9700000000003,65,1,1,-0.3889
game_66,indonesia,pakistan,0,0,1,2.3975,3.4085,21,29,0,2,8,20,4,10,3600.0,66,0,-1,-1.0110000000000001
game_67,china,brazil,0,3,2,2.809,2.8869,27,25,5,4,6,16,3,8,3600.0,67,1,1,-0.07789999999999964
game_68,south_korea,morocco,0,3,4,3.6182000000000003,2.702,37,26,5,8,12,12,6,6,3600.0,68,0,-1,0.9162000000000003
game_69,switzerland,uk,1,3,2,3.6304999999999996,3.4631,34,31,5,4,18,16,9,8,4144.77,69,1,1,0.16739999999999977
game_70,mexico,oman,0,0,2,1.8582999999999998,2.2227,19,24,0,2,10,16,5,8,3600.0,70,0,-2,-0.3644000000000003
game_71,mongolia,usa,0,1,4,3.4813,3.4551,36,32,1,7,8,14,4,7,3600.02,71,0,-3,0.026200000000000223
game_72,philippines,germany,0,3,2,3.4831,3.0562,29,27,5,4,4,10,2,5,3600.01,72,1,1,0.42689999999999984
game_73,iceland,panama,0,2,3,1.929,3.8994,20,33,3,5,22,8,11,4,3600.0,73,0,-1,-1.9704
game_74,netherlands,france,0,5,3,3.6959999999999997,3.3245,32,30,10,5,14,16,7,8,3600.0,74,1,2,0.3714999999999997
game_75,uae,kazakhstan,0,2,1,2.5628,1.6049,22,20,2,0,6,10,3,5,3599.99,75,1,1,0.9579000000000002
game_76,vietnam,singapore,1,3,2,3.9971,4.2133,33,36,4,4,16,16,6,8,4804.400000000001,76,1,1,-0.21620000000000017
game_77,peru,canada,0,2,1,2.0354,1.4348,21,14,4,1,16,10,8,5,3600.02,77,1,1,0.6006
game_78,rwanda,uae,0,3,2,2.6279,2.0807,28,20,6,4,18,6,8,3,3600.01,78,1,1,0.5471999999999997
game_79,oman,china,1,5,4,3.6321,2.0905,33,19,8,7,10,18,5,9,3747.88,79,1,1,1.5415999999999999
game_80,philippines,saudi_arabia,1,1,2,3.0126,2.6724,30,24,2,4,18,12,9,6,5437.07,80,0,-1,0.34019999999999984
game_81,serbia,ethiopia,0,4,3,2.4779,3.077,21,26,8,6,18,16,9,8,3600.02,81,1,1,-0.5991
game_82,india,panama,0,5,1,3.7183,1.628,33,19,7,2,2,16,1,8,3600.0,82,1,4,2.0903
game_83,pakistan,switzerland,0,2,1,3.6781,2.1224,30,24,3,2,16,18,8,9,3599.99,83,1,1,1.5557000000000003
game_84,morocco,kazakhstan,0,1,4,3.2091000000000003,2.8609,27,24,2,7,14,13,7,5,3600.0,84,0,-3,0.3482000000000003
game_85,usa,uk,1,2,1,4.1215,3.0697,33,27,2,2,14,18,7,9,4391.51,85,1,1,1.0518
game_86,indonesia,iceland,0,3,1,2.473,2.4622,25,22,4,2,6,14,3,7,3600.0,86,1,2,0.010799999999999699
game_87,south_korea,germany,0,2,1,2.6077,2.9174,20,26,4,2,12,14,6,7,3600.0099999999998,87,1,1,-0.3097000000000003
game_88,mexico,mongolia,0,3,2,3.7579,1.9511,32,23,2,4,16,8,8,4,3600.02,88,1,1,1.8067999999999997
game_89,guatemala,thailand,0,3,6,2.9314999999999998,4.4458,28,37,5,9,20,14,10,7,3600.0,89,0,-3,-1.5143000000000004
game_90,canada,vietnam,0,4,0,2.8871,1.0903,23,12,5,0,6,19,3,8,3599.99,90,1,4,1.7968000000000002
game_91,singapore,brazil,0,2,5,2.1128,4.6209999999999996,25,32,3,8,17,4,7,2,3600.0099999999998,91,0,-3,-2.5081999999999995
game_92,new_zealand,netherlands,0,3,5,2.1757,2.3286,23,21,5,9,12,4,6,2,3600.0,92,0,-2,-0.1528999999999998
game_93,peru,france,0,4,0,2.8289,1.4355,24,15,6,0,4,12,2,5,3600.0099999999998,93,1,4,1.3934
game_94,thailand,india,0,3,2,3.4001,3.7453,26,34,6,3,18,12,9,6,3600.02,94,1,1,-0.34519999999999973
game_95,oman,singapore,0,2,5,3.3641,2.8662,30,27,2,10,14,10,7,5,3599.98,95,0,-3,0.4979
game_96,usa,philippines,0,3,2,2.8271,2.4896,27,24,6,2,18,6,9,3,3600.02,96,1,1,0.33750000000000036
game_97,guatemala,mongolia,0,4,0,4.551,1.7907,32,30,7,0,2,24,1,12,3600.0099999999998,97,1,4,2.7603
game_98,pakistan,germany,1,4,3,3.4774,3.3015,28,28,6,5,12,6,6,3,3868.7799999999997,98,1,1,0.17589999999999995
game_99,peru,indonesia,0,5,1,3.4524,1.9008,30,22,6,2,10,14,5,7,3600.0,99,1,4,1.5515999999999999
game_100,serbia,rwanda,0,4,5,3.6712,3.024,30,27,7,10,16,20,8,10,3600.0,100,0,-1,0.6471999999999998
game_101,canada,panama,0,2,4,2.8035,2.3543,24,22,2,6,8,10,4,5,3600.0,101,0,-2,0.44920000000000027
game_102,switzerland,ethiopia,1,4,3,4.0929,3.1363,41,31,6,5,30,22,15,11,4831.56,102,1,1,0.9566000000000003
game_103,uae,morocco,0,0,7,2.2586,4.6517,26,41,0,13,23,12,10,6,3599.98,103,0,-7,-2.3931
game_104,france,saudi_arabia,0,4,3,2.8418,3.2648,26,29,6,6,14,20,7,10,3599.99,104,1,1,-0.42300000000000004
game_105,south_korea,mexico,0,4,3,4.1558,2.5492,38,25,7,5,12,22,6,11,3600.0099999999998,105,1,1,1.6066000000000003
game_106,new_zealand,kazakhstan,0,2,1,2.5737,3.2426,20,23,1,2,12,6,6,3,3600.0,106,1,1,-0.6688999999999998
game_107,iceland,netherlands,1,2,1,2.0438,3.5524,19,30,4,2,28,14,14,7,3667.57,107,1,1,-1.5086
game_108,uk,brazil,0,1,2,2.5934,2.9992,22,24,2,3,12,18,6,9,3599.98,108,0,-1,-0.40580000000000016
game_109,south_korea,rwanda,0,4,5,4.6931,3.3729999999999998,38,31,8,8,14,20,7,10,3600.0,109,0,-1,1.3201000000000005
game_110,switzerland,morocco,0,4,5,3.4514,3.0471,32,29,7,6,16,18,8,9,3600.0299999999997,110,0,-1,0.4043000000000001
game_111,oman,china,0,2,6,3.1386,3.9592,31,31,3,10,22,13,11,5,3600.0099999999998,111,0,-4,-0.8206000000000002
game_112,ethiopia,serbia,0,1,4,2.4629000000000003,3.5258000000000003,28,36,1,4,8,0,4,0,3600.0,112,0,-3,-1.0629
game_113,saudi_arabia,iceland,0,1,2,2.751,2.0599,22,22,2,4,6,10,3,5,3600.01,113,0,-1,0.6911
game_114,india,peru,0,2,0,2.17,1.3413,21,15,4,0,2,12,1,6,3600.0,114,1,2,0.8287
game_115,pakistan,mexico,0,1,0,3.4947,3.4216,30,28,1,0,20,20,10,10,3600.02,115,1,1,0.07309999999999972
game_116,guatemala,philippines,0,4,2,3.6717999999999997,2.4827000000000004,31,25,8,3,19,18,8,9,3600.01,116,1,2,1.1890999999999994
game_117,panama,mongolia,0,4,2,3.0484,2.3748,25,25,5,4,10,12,5,6,3600.01,117,1,2,0.6736
game_118,uk,canada,1,3,4,2.6863,3.8437,23,32,5,7,12,2,6,1,4058.98,118,0,-1,-1.1574
game_119,kazakhstan,new_zealand,0,6,9,2.8767,3.0986000000000002,26,30,12,11,8,14,4,7,3600.0,119,0,-3,-0.2219000000000002
game_120,indonesia,netherlands,0,3,2,2.0773,2.092,21,20,6,4,6,12,3,6,3600.01,120,1,1,-0.014699999999999935
game_121,vietnam,germany,0,0,5,2.0944000000000003,3.7018999999999997,19,28,0,10,14,4,7,2,3599.98,121,0,-5,-1.6074999999999995
game_122,thailand,usa,0,5,4,5.5778,2.3909,36,26,7,7,10,24,5,12,3599.9900000000002,122,1,1,3.1869
game_123,uae,brazil,1,3,2,3.6557999999999997,2.5517,34,25,5,3,6,28,3,14,4564.740000000001,123,1,1,1.1040999999999999
game_124,singapore,france,0,4,3,3.045,4.8053,29,39,6,5,20,10,10,5,3599.99,124,1,1,-1.7603
game_125,usa,thailand,0,3,6,3.1711,3.2011000000000003,28,26,1,9,11,16,4,8,3600.0,125,0,-3,-0.03000000000000025
game_126,germany,south_korea,0,3,7,1.8212000000000002,4.7506,17,37,2,6,24,10,12,5,3600.0,126,0,-4,-2.9294000000000002
game_127,morocco,indonesia,0,1,4,2.8938,2.0594,27,25,2,8,8,12,3,6,3600.0,127,0,-3,0.8344
game_128,peru,serbia,1,5,6,4.0969999999999995,4.3952,42,40,7,9,14,12,7,6,3840.52,128,0,-1,-0.29820000000000046
game_129,mexico,pakistan,0,1,2,2.7092,2.9556,25,27,2,2,26,14,13,7,3600.01,129,0,-1,-0.24639999999999995
game_130,brazil,new_zealand,0,3,2,3.3454,3.5941,26,30,6,3,30,14,15,7,3600.0099999999998,130,1,1,-0.24869999999999992
game_131,philippines,rwanda,0,4,0,2.5223,2.9265999999999996,26,26,8,0,10,8,5,4,3600.02,131,1,4,-0.40429999999999966
game_132,saudi_arabia,uk,0,5,4,4.4168,2.7782,32,25,7,6,10,14,5,7,3599.99,132,1,1,1.6386000000000003
game_133,vietnam,china,0,3,5,4.3604,3.2683,34,25,6,9,12,20,6,10,3599.99,133,0,-2,1.0921000000000003
game_134,france,switzerland,1,4,3,2.8584,1.9225,24,23,6,4,4,18,2,9,4295.07,134,1,1,0.9359
game_135,kazakhstan,india,0,1,2,3.9229000000000003,2.3593,35,26,1,3,4,10,2,5,3600.0,135,0,-1,1.5636
game_136,mongolia,ethiopia,0,2,6,2.2509,3.2625,26,31,2,9,10,12,5,6,3599.9900000000002,136,0,-4,-1.0116
game_137,oman,netherlands,0,1,3,1.6708,2.7207,16,25,2,6,22,12,11,6,3600.0,137,0,-2,-1.0498999999999998
game_138,panama,canada,0,4,5,3.0571,3.7975000000000003,27,32,7,10,16,14,8,7,3599.9900000000002,138,0,-1,-0.7404000000000002
game_139,guatemala,singapore,0,2,3,4.0120000000000005,2.0254,33,21,3,4,12,16,6,8,3600.01,139,0,-1,1.9866000000000006
game_140,iceland,uae,1,2,3,3.2652,2.9983000000000004,28,27,0,5,24,14,8,7,3728.0099999999998,140,0,-1,0.2668999999999997
game_141,new_zealand,thailand,1,1,2,1.8622,3.1083,21,23,0,4,14,4,6,2,3613.01,141,0,-1,-1.2460999999999998
game_142,philippines,rwanda,0,4,1,3.1452,2.575,28,25,6,1,14,28,6,13,3600.02,142,1,3,0.5701999999999998
game_143,china,mexico,0,3,4,2.7252,2.7602,25,26,5,5,17,22,7,11,3599.99,143,0,-1,-0.03500000000000014
game_144,indonesia,saudi_arabia,0,2,3,2.1599,2.5393,21,26,3,6,6,10,3,5,3600.02,144,0,-1,-0.37939999999999996
game_145,ethiopia,brazil,0,1,3,2.7948999999999997,3.163,30,30,0,2,6,12,3,6,3600.0,145,0,-2,-0.3681000000000001
game_146,kazakhstan,singapore,0,1,3,2.1752000000000002,2.5232,20,21,2,6,4,12,2,6,3599.99,146,0,-2,-0.34799999999999986
game_147,india,south_korea,0,3,6,2.4907,3.5297,20,35,4,11,18,14,9,7,3600.0,147,0,-3,-1.0390000000000001
game_148,morocco,vietnam,0,5,3,4.2935,2.1705,36,23,10,3,14,22,7,11,3599.99,148,1,2,2.1229999999999998
game_149,guatemala,usa,0,6,2,3.9877,2.4292,34,34,9,4,8,16,4,8,3600.0,149,1,4,1.5585
game_150,peru,pakistan,0,2,3,3.0736,3.9513,28,33,3,4,18,12,9,6,3600.02,150,0,-1,-0.8776999999999999
game_151,panama,france,0,5,0,2.9765,2.6001,21,24,9,0,8,14,4,7,3599.99,151,1,5,0.3764000000000003
game_152,oman,canada,0,2,3,2.6681999999999997,1.9947,23,20,4,6,4,10,2,5,3600.0,152,0,-1,0.6734999999999998
game_153,uk,iceland,0,2,0,3.2777999999999996,3.751,27,34,4,0,6,12,3,6,3599.99,153,1,2,-0.4732000000000003
game_154,germany,uae,0,2,6,1.4814,3.3817,14,31,3,10,16,8,8,4,3600.0,154,0,-4,-1.9002999999999999
game_155,mongolia,serbia,0,1,2,2.9834,3.5492,35,32,1,4,14,17,7,7,3600.0099999999998,155,0,-1,-0.5657999999999999
game_156,switzerland,netherlands,0,0,2,1.7052,2.6894,18,24,0,4,12,10,6,5,3600.0,156,0,-2,-0.9842
game_157,china,india,0,4,1,3.3621999999999996,2.0683,29,24,5,2,8,8,4,4,3600.02,157,1,3,1.2938999999999998
game_158,saudi_arabia,morocco,0,4,0,2.3729,2.7426,25,29,7,0,10,4,5,2,3600.02,158,1,4,-0.3696999999999999
game_159,mexico,rwanda,1,4,3,2.8487,2.2127,29,24,5,6,10,20,5,9,4078.56,159,1,1,0.6360000000000001
game_160,uae,serbia,0,2,1,2.4453,2.0307,26,22,4,2,10,8,4,4,3600.01,160,1,1,0.4146000000000001
game_161,panama,pakistan,0,3,4,3.2525,2.4871,26,22,6,6,10,6,4,3,3600.02,161,0,-1,0.7654000000000001
game_162,canada,ethiopia,0,2,4,2.5682,3.7757,25,31,4,5,12,12,6,6,3600.0,162,0,-2,-1.2075
game_163,guatemala,philippines,0,3,2,3.1435999999999997,2.2884,27,32,4,4,10,18,4,9,3599.99,163,1,1,0.8551999999999995
game_164,germany,usa,0,3,7,3.9229000000000003,3.9954,33,33,5,10,12,12,6,6,3600.02,164,0,-4,-0.07249999999999979
game_165,brazil,oman,0,2,1,4.1721,2.5872,28,28,3,2,10,20,5,10,3600.02,165,1,1,1.5849000000000002
game_166,south_korea,indonesia,0,3,7,2.2328,3.4256,23,33,4,10,16,2,8,1,3600.03,166,0,-4,-1.1928
game_167,france,uk,0,5,3,3.5366,3.3006,28,28,6,5,10,12,5,6,3599.98,167,1,2,0.23599999999999977
game_168,thailand,iceland,0,5,1,3.6693,2.904,32,26,7,2,18,8,8,4,3600.02,168,1,4,0.7652999999999999
game_169,new_zealand,switzerland,0,3,2,2.5506,4.6888000000000005,18,34,4,3,20,24,10,12,3600.02,169,1,1,-2.1382000000000003
game_170,kazakhstan,vietnam,1,2,1,5.7669,3.031,45,27,3,2,12,22,6,11,5731.77,170,1,1,2.7358999999999996
game_171,singapore,mongolia,1,3,4,3.6531000000000002,3.3802,27,36,5,7,8,18,4,9,3775.89,171,0,-1,0.27290000000000036
game_172,peru,netherlands,1,1,2,2.936,2.3372,31,23,2,4,21,12,9,6,4218.38,172,0,-1,0.5987999999999998
game_173,serbia,south_korea,0,4,1,2.7184,2.6442,25,31,8,1,2,10,1,5,3600.02,173,1,3,0.07419999999999982
game_174,kazakhstan,saudi_arabia,0,2,1,1.6976000000000002,2.4847,15,21,3,2,4,12,2,6,3600.0,174,1,1,-0.7870999999999999
game_175,thailand,morocco,0,6,1,3.2072,2.2519,30,24,7,1,22,8,11,4,3600.02,175,1,5,0.9552999999999998
game_176,rwanda,peru,0,2,4,2.1867,3.5465999999999998,20,33,3,7,24,10,12,5,3600.0,176,0,-2,-1.3598999999999997
game_177,pakistan,iceland,0,0,5,2.8982,2.3304,24,20,0,7,18,20,9,10,3600.0,177,0,-5,0.5678000000000001
game_178,panama,uk,1,4,5,3.4339,3.2557,26,30,8,9,6,14,3,6,4102.03,178,0,-1,0.17819999999999991
game_179,new_zealand,switzerland,0,6,3,2.3417,3.2215,21,28,10,3,16,14,8,7,3600.0099999999998,179,1,3,-0.8797999999999999
game_180,canada,china,0,1,4,3.5139,2.6961999999999997,37,21,2,7,12,6,6,3,3599.99,180,0,-3,0.8177000000000003
game_181,vietnam,indonesia,0,3,5,3.8434,3.7832,32,34,6,7,8,8,4,4,3600.0,181,0,-2,0.06020000000000003
game_182,philippines,germany,1,2,3,3.1042,3.8101,31,31,4,6,20,10,10,5,4405.67,182,0,-1,-0.7058999999999997
game_183,brazil,ethiopia,0,6,3,4.1467,3.3205,33,35,11,5,12,12,6,6,3599.9900000000002,183,1,3,0.8262
game_184,usa,india,0,4,3,2.5624000000000002,2.9802,24,26,7,4,20,16,9,8,3599.98,184,1,1,-0.4177999999999997
game_185,oman,mongolia,0,2,3,4.2196,2.4951,32,23,4,6,6,8,3,4,3599.99,185,0,-1,1.7245
game_186,uae,guatemala,1,3,2,2.9905,3.8059000000000003,27,35,5,3,17,18,7,9,3664.7599999999998,186,1,1,-0.8154000000000003
game_187,netherlands,mexico,1,3,2,2.9057,3.5212,27,40,5,3,12,26,6,13,5502.47,187,1,1,-0.6154999999999999
game_188,singapore,france,0,2,1,3.5197000000000003,2.9097,25,25,3,2,14,14,7,7,3599.99,188,1,1,0.6100000000000003
game_189,germany,thailand,0,3,4,4.299799999999999,3.9891,34,29,5,8,18,20,8,10,3600.02,189,0,-1,0.3106999999999993
game_190,canada,oman,0,3,4,3.2208,3.4375,24,28,3,7,8,14,4,7,3600.0,190,0,-1,-0.2166999999999999
game_191,saudi_arabia,pakistan,0,1,4,2.7008,3.0368,21,30,2,5,8,14,4,7,3600.02,191,0,-3,-0.33599999999999985
game_192,kazakhstan,serbia,0,4,2,2.6997,3.1984,27,28,7,2,14,10,7,5,3599.9900000000002,192,1,2,-0.4986999999999999
game_193,rwanda,ethiopia,0,3,4,3.2561,2.8632,27,23,6,5,8,24,4,12,3599.99,193,0,-1,0.3929
game_194,mongolia,singapore,0,7,3,3.9680000000000004,2.4184,36,23,13,5,4,18,2,9,3600.0,194,1,4,1.5496000000000003
game_195,peru,indonesia,0,2,3,2.6074,2.6575,25,25,2,2,16,10,8,5,3599.9900000000002,195,0,-1,-0.05010000000000003
game_196,morocco,china,0,1,0,2.3291,2.6563,28,29,2,0,2,4,1,2,3599.98,196,1,1,-0.32719999999999994
game_197,panama,guatemala,0,5,6,3.7024,3.2145,32,32,8,11,16,16,7,8,3600.02,197,0,-1,0.4878999999999998
game_198,india,usa,0,2,0,3.2500999999999998,1.538,28,15,4,0,10,20,5,10,3600.01,198,1,2,1.7120999999999997
game_199,south_korea,philippines,1,4,3,5.1832,2.8085,47,27,6,5,24,20,12,10,6191.16,199,1,1,2.3747000000000003
game_200,mexico,iceland,0,4,2,4.2481,1.7979,34,19,5,3,4,22,2,11,3600.03,200,1,2,2.4501999999999997
game_201,switzerland,new_zealand,1,4,3,3.7707,4.9784999999999995,38,44,7,5,28,12,13,6,5047.27,201,1,1,-1.2077999999999993
game_202,netherlands,vietnam,1,2,3,3.6823,1.9585000000000001,28,23,4,6,8,23,4,10,3856.95,202,0,-1,1.7238
game_203,switzerland,iceland,0,0,1,2.2958000000000003,2.4045,20,24,0,2,8,18,4,9,3600.0,203,0,-1,-0.1086999999999998
game_204,philippines,netherlands,0,3,2,2.3075,1.8174,27,16,4,2,16,12,7,6,3600.01,204,1,1,0.4901000000000002
game_205,china,uae,0,2,0,2.4751,2.4989,24,23,4,0,14,12,7,6,3599.98,205,1,2,-0.023800000000000043
game_206,thailand,brazil,0,3,6,3.7417999999999996,2.8873,33,25,6,9,16,14,8,7,3600.0,206,0,-3,0.8544999999999994
game_207,usa,india,0,4,3,4.1051,3.6565,31,34,4,4,18,18,9,9,3599.9700000000003,207,1,1,0.44860000000000033
game_208,serbia,guatemala,0,1,6,3.1249000000000002,2.4396,35,26,2,5,24,22,12,11,3600.01,208,0,-5,0.6853000000000002
