game_id,home_team,away_team,went_ot,total_toi,home_goals,away_goals,home_xg,away_xg,home_shots,away_shots,home_win,goal_diff
game_1024,uae,new_zealand,0,3600.0,2,5,2.3761,4.9233,21,38,0,-3
game_1025,vietnam,peru,1,4208.3,2,3,4.3044,2.7586,42,26,0,-1
game_1026,serbia,china,0,3600.01,1,7,3.098,3.3221999999999996,28,30,0,-6
game_1027,mexico,guatemala,0,3600.0,2,6,2.5339,2.3632,24,25,0,-4
game_1028,indonesia,mongolia,0,3600.01,5,1,3.4311000000000003,0.9396,29,12,1,4
game_1029,morocco,singapore,0,3600.01,5,2,3.2949,3.212,30,32,1,3
game_103,uae,morocco,0,3599.98,0,7,2.2586,4.6517,26,41,0,-7
game_1030,panama,pakistan,0,3600.02,2,3,3.1242,2.8035,26,26,0,-1
game_1031,brazil,usa,0,3599.9700000000003,2,1,1.9207,3.8882,15,33,1,1
game_1032,ethiopia,saudi_arabia,0,3599.9900000000002,2,3,2.8853,3.6744,27,35,0,-1
game_1033,serbia,oman,0,3599.98,3,2,4.5167,2.7824,35,26,1,1
game_1034,uk,usa,0,3600.0099999999998,2,1,3.8018,2.9006,30,25,1,1
game_1035,south_korea,kazakhstan,0,3600.0,7,2,2.8254,2.8966,26,24,1,5
game_1036,mongolia,morocco,1,3819.41,4,5,2.7336,3.0033,33,27,0,-1
game_1037,iceland,netherlands,0,3599.9900000000002,0,3,1.1889,2.4712,14,26,0,-3
game_1038,guatemala,canada,0,3600.02,4,0,2.9812,2.3840000000000003,25,27,1,4
game_1039,germany,vietnam,0,3600.01,6,1,3.8338,1.5686,27,13,1,5
game_104,france,saudi_arabia,0,3599.99,4,3,2.8418,3.2648,26,29,1,1
game_1040,singapore,thailand,0,3600.0,5,6,3.4866,3.9502,33,34,0,-1
game_1041,france,pakistan,1,3763.73,3,4,2.581,4.1845,22,36,0,-1
game_1042,china,peru,1,4026.06,4,5,2.1611,3.614,21,39,0,-1
game_1043,philippines,uae,1,4082.08,3,4,3.0446999999999997,2.3407,27,26,0,-1
game_1044,brazil,mexico,0,3600.0,4,3,2.8258,2.5998,26,25,1,1
game_1045,rwanda,panama,1,3616.8,2,3,1.97,3.6779,20,30,0,-1
game_1046,switzerland,india,0,3600.0,1,2,2.6419,1.2089,28,14,0,-1
game_1047,thailand,brazil,0,3599.9900000000002,1,2,3.2779000000000003,2.1804,24,21,0,-1
game_1048,mexico,france,0,3600.0,2,3,3.4847,2.3984,31,22,0,-1
game_1049,uk,saudi_arabia,0,3600.01,3,0,2.8485,2.0118,24,19,1,3
game_105,south_korea,mexico,0,3600.0099999999998,4,3,4.1558,2.5492,38,25,1,1
game_1050,oman,indonesia,0,3599.9900000000002,3,1,3.3428,2.135,24,22,1,2
game_1051,peru,germany,0,3599.99,4,5,3.8488,2.1281,31,21,0,-1
game_1052,new_zealand,guatemala,0,3599.99,1,4,2.9713,3.7987,31,34,0,-3
game_1053,rwanda,mongolia,0,3599.9900000000002,1,4,2.0728,1.8954,19,20,0,-3
game_1054,serbia,ethiopia,0,3600.0,1,4,3.9392,4.1826,34,37,0,-3
game_1055,uae,china,1,4544.66,4,5,4.2933,3.1698,35,30,0,-1
game_1056,usa,netherlands,1,4543.36,4,5,3.7184,2.2978,34,22,0,-1
game_1057,pakistan,kazakhstan,0,3600.0,3,0,3.1125,1.8738,25,16,1,3
game_1058,switzerland,canada,0,3600.0099999999998,5,1,2.6583,2.5002,25,24,1,4
game_1059,singapore,south_korea,1,4772.69,5,4,3.9369000000000005,2.8919,32,29,1,1
game_106,new_zealand,kazakhstan,0,3600.0,2,1,2.5737,3.2426,20,23,1,1
game_1060,vietnam,panama,0,3600.0099999999998,5,2,3.1986,2.6370999999999998,28,21,1,3
game_1061,morocco,philippines,0,3599.99,4,2,3.7589,2.4274,34,26,1,2
game_1062,rwanda,singapore,0,3599.99,0,3,2.8026999999999997,2.9652,28,28,0,-3
game_1063,serbia,saudi_arabia,0,3599.98,5,4,2.7532,3.9424999999999994,26,29,1,1
game_1064,morocco,china,1,3884.57,3,2,2.3294,2.8881,23,29,1,1
game_1065,panama,brazil,0,3600.0099999999998,0,6,1.4819,3.6864999999999997,18,31,0,-6
game_1066,thailand,ethiopia,0,3600.02,1,5,3.2164,2.3859,25,27,0,-4
game_1067,south_korea,india,0,3600.0,3,7,2.6878,3.3395,24,27,0,-4
game_1068,mongolia,pakistan,0,3600.0099999999998,2,1,3.4268,3.424,30,30,1,1
game_1069,usa,canada,1,3834.44,6,5,2.7803,3.405,25,31,1,1
game_107,iceland,netherlands,1,3667.57,2,1,2.0438,3.5524,19,30,1,1
game_1070,oman,uk,1,3764.65,4,5,2.8284,3.6975000000000002,25,30,0,-1
game_1071,vietnam,mexico,0,3599.98,3,4,2.586,2.659,26,24,0,-1
game_1072,switzerland,indonesia,1,3659.71,3,4,2.7903,2.2699000000000003,24,25,0,-1
game_1073,iceland,germany,0,3599.98,4,2,3.5351,2.3199,29,24,1,2
game_1074,netherlands,kazakhstan,0,3600.0,4,1,3.7105,1.6947,28,19,1,3
game_1075,peru,new_zealand,0,3599.99,6,1,2.8979,1.1537,21,13,1,5
game_1076,uae,france,0,3600.02,4,2,2.5077,2.0765000000000002,21,19,1,2
game_1077,philippines,guatemala,0,3599.98,1,2,2.8295,2.183,29,25,0,-1
game_1078,kazakhstan,morocco,0,3599.98,3,1,2.9099000000000004,1.6551,31,15,1,2
game_1079,iceland,oman,0,3600.01,2,3,3.58,4.5594,32,40,0,-1
game_108,uk,brazil,0,3599.98,1,2,2.5934,2.9992,22,24,0,-1
game_1080,netherlands,rwanda,0,3600.01,4,0,4.4027,1.9603,28,23,1,4
game_1081,india,singapore,0,3600.02,0,3,3.5939,2.4287,33,24,0,-3
game_1082,china,ethiopia,1,3605.27,6,5,5.426,2.8539,49,29,1,1
game_1083,mexico,philippines,1,4314.44,2,1,4.785299999999999,1.6051,36,19,1,1
game_1084,pakistan,peru,0,3600.03,2,0,2.9154,2.1021,24,20,1,2
game_1085,south_korea,mongolia,0,3600.02,5,1,3.8981,1.449,36,19,1,4
game_1086,serbia,saudi_arabia,0,3600.0099999999998,3,2,3.5433999999999997,2.1169000000000002,29,22,1,1
game_1087,switzerland,guatemala,0,3599.99,6,1,1.9166,2.4302,26,25,1,5
game_1088,panama,canada,0,3599.9900000000002,11,3,3.898,2.7763,31,27,1,8
game_1089,new_zealand,usa,1,4413.6900000000005,4,3,5.7272,3.0822,43,23,1,1
game_109,south_korea,rwanda,0,3600.0,4,5,4.6931,3.3729999999999998,38,31,0,-1
game_1090,vietnam,uk,0,3600.0,1,0,2.3862,3.0049,20,23,1,1
game_1091,france,indonesia,0,3599.99,6,3,4.4845999999999995,2.7976,35,25,1,3
game_1092,brazil,thailand,0,3600.01,4,1,3.4282,2.2822,27,22,1,3
game_1093,uae,germany,0,3600.0,3,2,2.7509,2.2137000000000002,21,23,1,1
game_1094,france,peru,1,4210.79,2,3,2.2032,2.2652,22,21,0,-1
game_1095,iceland,brazil,0,3600.01,0,2,1.7643,1.9794,20,16,0,-2
game_1096,india,new_zealand,0,3599.9900000000002,2,0,2.1896,2.6035,20,25,1,2
game_1097,singapore,netherlands,0,3600.0,5,1,4.1082,2.3211,33,22,1,4
game_1098,china,oman,0,3600.02,7,3,5.2954,3.0055,35,28,1,4
game_1099,saudi_arabia,canada,0,3599.99,6,1,4.0597,1.4864,35,16,1,5
game_11,panama,canada,0,3600.0,5,1,2.5171,2.2664,23,22,1,4
game_110,switzerland,morocco,0,3600.0299999999997,4,5,3.4514,3.0471,32,29,0,-1
game_1100,mongolia,serbia,0,3600.01,2,5,2.3367,4.8365,30,38,0,-3
game_1101,indonesia,uk,0,3600.0,3,2,3.0058,3.0455,31,20,1,1
game_1102,philippines,guatemala,0,3600.0,2,1,3.9114,2.6304,38,27,1,1
game_1103,kazakhstan,ethiopia,1,3614.21,3,4,2.3397,3.4691,24,24,0,-1
game_1104,mexico,pakistan,1,3841.46,5,4,4.2736,3.2857,40,27,1,1
game_1105,usa,uae,0,3600.0,6,0,3.4735,1.8276000000000001,36,21,1,6
game_1106,panama,south_korea,1,3751.88,2,3,1.627,3.9055999999999997,15,36,0,-1
game_1107,morocco,thailand,0,3600.01,4,3,2.146,3.6079,25,33,1,1
game_1108,vietnam,germany,1,3913.09,5,4,3.8718,4.5083,29,38,1,1
game_1109,rwanda,switzerland,0,3600.0299999999997,3,4,3.4766,2.5827,25,23,0,-1
game_111,oman,china,0,3600.0099999999998,2,6,3.1386,3.9592,31,31,0,-4
game_1110,thailand,saudi_arabia,0,3599.9900000000002,4,3,4.4671,2.7911,32,26,1,1
game_1111,china,germany,0,3600.0,5,2,4.3488,2.1197,30,24,1,3
game_1112,morocco,kazakhstan,0,3599.9900000000002,3,1,1.8859000000000001,2.7004,19,27,1,2
game_1113,pakistan,south_korea,0,3599.98,7,5,2.7595,3.7171,25,35,1,2
game_1114,rwanda,mongolia,1,4067.99,2,3,3.5153,1.6195,30,20,0,-1
game_1115,vietnam,serbia,0,3600.03,2,3,2.3965,3.7512,20,31,0,-1
game_1116,philippines,ethiopia,0,3599.9900000000002,1,3,4.2117,1.8972,37,18,0,-2
game_1117,new_zealand,brazil,0,3599.98,4,3,2.8779000000000003,4.2258,33,31,1,1
game_1118,oman,switzerland,0,3600.01,1,2,1.4752,2.7172,15,26,0,-1
game_1119,india,france,0,3599.99,4,0,3.374,1.8119,33,19,1,4
game_112,ethiopia,serbia,0,3600.0,1,4,2.4629000000000003,3.5258000000000003,28,36,0,-3
game_1120,usa,peru,0,3600.0,4,1,2.6696,2.7429,27,26,1,3
game_1121,panama,mexico,0,3599.99,1,5,2.0311,4.3542000000000005,22,29,0,-4
game_1122,indonesia,singapore,0,3600.0,3,2,4.1575999999999995,2.9683,38,27,1,1
game_1123,uae,iceland,1,3739.0299999999997,2,3,2.6949,2.438,27,26,0,-1
game_1124,netherlands,guatemala,0,3599.99,8,1,4.015499999999999,2.7983000000000002,38,24,1,7
game_1125,canada,uk,0,3599.98,3,2,2.6644,2.819,25,24,1,1
game_1126,india,thailand,0,3600.02,3,1,2.5825,2.7753,27,25,1,2
game_1127,germany,morocco,0,3600.0,3,4,3.6186000000000003,2.9495999999999998,30,27,0,-1
game_1128,saudi_arabia,philippines,1,3727.68,2,3,2.4697,2.5324,25,26,0,-1
game_1129,ethiopia,brazil,0,3600.02,3,2,2.4153,2.2243,26,19,1,1
game_113,saudi_arabia,iceland,0,3600.01,1,2,2.751,2.0599,22,22,0,-1
game_1130,france,uae,1,4196.82,2,3,5.1282000000000005,1.9399,39,19,0,-1
game_1131,indonesia,guatemala,0,3600.02,3,4,1.9552,2.9086000000000003,21,28,0,-1
game_1132,oman,rwanda,0,3600.0099999999998,2,1,2.8761,2.5289,22,24,1,1
game_1133,kazakhstan,uk,0,3600.0,3,2,1.9913,3.6706,18,27,1,1
game_1134,usa,netherlands,1,3906.8599999999997,2,3,2.9846,2.6827,30,22,0,-1
game_1135,pakistan,serbia,0,3599.99,5,1,3.8878,2.2580999999999998,36,19,1,4
game_1136,vietnam,panama,0,3600.01,2,1,3.5886,3.1555,30,25,1,1
game_1137,peru,south_korea,0,3599.99,1,2,2.5262000000000002,2.5174,21,29,0,-1
game_1138,mongolia,mexico,0,3600.0,4,0,3.6221,2.4494,26,25,1,4
game_1139,china,iceland,0,3600.0099999999998,2,4,2.8613,2.991,26,28,0,-2
game_114,india,peru,0,3600.0,2,0,2.17,1.3413,21,15,1,2
game_1140,canada,new_zealand,1,4291.91,3,2,4.7623999999999995,3.0146,36,32,1,1
game_1141,mexico,thailand,0,3600.0,3,4,3.1353999999999997,2.4192,30,22,0,-1
game_1142,netherlands,pakistan,0,3600.0099999999998,2,1,2.9462,1.9079,23,20,1,1
game_1143,rwanda,iceland,0,3600.01,4,3,2.4326,2.1768,24,18,1,1
game_1144,ethiopia,panama,0,3600.01,1,4,2.9519,3.4752,29,34,0,-3
game_1145,serbia,switzerland,0,3600.0,1,5,2.213,3.5692,17,41,0,-4
game_1146,saudi_arabia,vietnam,1,3642.75,4,3,3.9318000000000004,1.2534,28,15,1,1
game_1147,mongolia,oman,0,3599.99,7,5,3.6458,3.1969000000000003,32,30,1,2
game_1148,canada,uae,1,4838.11,4,5,3.3057,3.9328,36,31,0,-1
game_1149,france,peru,0,3599.99,2,8,3.3144,3.3445,27,32,0,-6
game_115,pakistan,mexico,0,3600.02,1,0,3.4947,3.4216,30,28,1,1
game_1150,uk,india,0,3600.0099999999998,1,4,2.9208,2.1167000000000002,25,20,0,-3
game_1151,kazakhstan,singapore,1,4437.29,3,2,3.7367000000000004,2.4182,34,22,1,1
game_1152,morocco,germany,0,3600.01,4,2,3.5156,2.6856,30,25,1,2
game_1153,china,philippines,0,3600.01,3,1,2.9532,2.3764,25,26,1,2
game_1154,new_zealand,indonesia,0,3600.0,2,3,3.7248,2.5194,34,24,0,-1
game_1155,brazil,south_korea,1,4592.66,5,4,4.7269000000000005,2.829,41,31,1,1
game_1156,uae,new_zealand,0,3599.9900000000002,1,5,0.888,1.7174,8,19,0,-4
game_1157,oman,saudi_arabia,0,3599.9900000000002,4,3,3.3019,3.4792,29,25,1,1
game_1158,rwanda,uk,1,3661.9,3,2,2.8126,3.1551,23,28,1,1
game_1159,thailand,indonesia,1,4315.36,3,2,3.9622,2.1705,29,21,1,1
game_116,guatemala,philippines,0,3600.01,4,2,3.6717999999999997,2.4827000000000004,31,25,1,2
game_1160,pakistan,south_korea,1,3604.03,3,2,3.451,2.3808,26,23,1,1
game_1161,mongolia,germany,1,5080.84,3,2,4.759,3.2118,43,26,1,1
game_1162,serbia,singapore,0,3600.0,8,2,4.7858,1.69,37,20,1,6
game_1163,mexico,morocco,0,3600.02,4,2,2.2455,2.1913,27,23,1,2
game_1164,india,switzerland,0,3600.02,5,0,2.716,1.5854,31,18,1,5
game_1165,ethiopia,guatemala,0,3600.0,4,6,3.4528,3.6351999999999998,37,33,0,-2
game_1166,netherlands,kazakhstan,1,4387.64,4,3,3.7712000000000003,2.7457,32,25,1,1
game_1167,china,panama,0,3600.0099999999998,2,1,3.3895,2.8231,29,22,1,1
game_1168,iceland,france,0,3600.0,4,0,3.4578,3.1283,28,26,1,4
game_1169,philippines,usa,0,3599.99,0,6,2.7680000000000002,2.3726,28,23,0,-6
game_117,panama,mongolia,0,3600.01,4,2,3.0484,2.3748,25,25,1,2
game_1170,brazil,vietnam,0,3599.98,7,0,3.6633,1.2838,26,17,1,7
game_1171,canada,peru,0,3600.0099999999998,5,3,3.2756,3.2581,27,31,1,2
game_1172,panama,guatemala,1,3650.4,3,2,3.8168,2.2099,39,24,1,1
game_1173,uae,south_korea,1,4642.82,3,4,3.2647000000000004,3.1823,28,38,0,-1
game_1174,peru,morocco,1,3955.0099999999998,3,4,2.3283,2.8256,28,31,0,-1
game_1175,switzerland,thailand,0,3599.99,1,4,1.3855,4.3579,18,38,0,-3
game_1176,mongolia,saudi_arabia,0,3600.0,2,1,1.8262,3.2551,21,28,1,1
game_1177,ethiopia,usa,0,3599.9900000000002,5,3,2.1894,2.3498,20,22,1,2
game_1178,pakistan,rwanda,0,3599.97,2,3,3.2155,2.4511000000000003,24,18,0,-1
game_1179,china,iceland,0,3599.98,0,1,3.2892,1.4912999999999998,27,17,0,-1
game_118,uk,canada,1,4058.98,3,4,2.6863,3.8437,23,32,0,-1
game_1180,indonesia,serbia,0,3600.03,3,2,2.6808,3.6146,24,31,1,1
game_1181,south_korea,canada,0,3600.02,6,3,2.6339,2.8686000000000003,26,26,1,3
game_1182,germany,mexico,0,3600.0,2,4,2.5494,2.6141,20,21,0,-2
game_1183,kazakhstan,oman,0,3600.0,3,4,3.5334,3.2925,30,27,0,-1
game_1184,panama,uae,0,3599.97,4,3,3.0124,1.7227999999999999,26,17,1,1
game_1185,france,netherlands,0,3600.02,1,2,2.907,2.8339,24,27,0,-1
game_1186,singapore,guatemala,1,3902.75,2,3,2.5205,2.9383,26,25,0,-1
game_1187,uk,new_zealand,0,3600.02,2,4,3.3335,3.5099,22,28,0,-2
game_1188,brazil,india,0,3600.0,7,2,4.4638,2.1889,33,29,1,5
game_1189,vietnam,philippines,0,3599.99,3,2,3.5345,1.8243,27,16,1,1
game_119,kazakhstan,new_zealand,0,3600.0,6,9,2.8767,3.0986000000000002,26,30,0,-3
game_1190,vietnam,india,0,3600.0,2,3,3.9976000000000003,2.7079,34,24,0,-1
game_1191,brazil,morocco,0,3600.02,5,2,2.6833,1.8627,24,23,1,3
game_1192,china,usa,0,3600.03,5,1,3.9074,2.7102,31,24,1,4
game_1193,iceland,guatemala,0,3600.0,7,4,3.1444,2.9771,36,28,1,3
game_1194,serbia,new_zealand,0,3599.99,1,4,2.1085,3.1565,19,31,0,-3
game_1195,south_korea,pakistan,0,3600.02,5,4,3.7972,3.5792,29,29,1,1
game_1196,saudi_arabia,mongolia,0,3599.9900000000002,2,0,3.6502,1.5601,29,20,1,2
game_1197,mexico,germany,1,3790.94,2,3,2.5044,3.4337999999999997,19,31,0,-1
game_1198,rwanda,netherlands,0,3600.02,5,1,2.9448,2.3952999999999998,28,19,1,4
game_1199,uk,singapore,1,3714.37,5,6,3.9566,5.7766,33,42,0,-1
game_12,philippines,south_korea,0,3600.01,2,1,2.1502,3.8327999999999998,19,34,1,1
game_120,indonesia,netherlands,0,3600.01,3,2,2.0773,2.092,21,20,1,1
game_1200,panama,thailand,1,4024.07,2,1,3.2182,2.8923,27,21,1,1
game_1201,indonesia,switzerland,0,3600.0,2,4,3.1342999999999996,2.2889999999999997,29,25,0,-2
game_1202,canada,france,0,3599.99,2,1,2.9177999999999997,2.0549999999999997,26,19,1,1
game_1203,philippines,oman,0,3600.02,2,4,3.113,1.8054000000000001,28,19,0,-2
game_1204,peru,kazakhstan,0,3599.9900000000002,1,2,2.0454,2.8929,18,24,0,-1
game_1205,uae,ethiopia,1,4053.1600000000003,5,4,4.3243,1.8041,36,20,1,1
game_1206,canada,thailand,0,3600.0,3,1,2.6348000000000003,3.2997,23,28,1,2
game_1207,germany,pakistan,0,3600.0,5,6,3.8824000000000005,3.7237999999999998,26,33,0,-1
game_1208,china,saudi_arabia,1,5996.81,0,1,3.5344,3.6847,32,38,0,-1
game_1209,morocco,switzerland,0,3599.98,7,1,3.3883,2.0261,33,29,1,6
game_121,vietnam,germany,0,3599.98,0,5,2.0944000000000003,3.7018999999999997,19,28,0,-5
game_1210,south_korea,new_zealand,0,3600.0,1,2,3.2166,2.6258,30,20,0,-1
game_1211,peru,rwanda,0,3600.01,4,0,3.3933999999999997,1.6512,27,17,1,4
game_1212,singapore,philippines,1,3939.39,5,6,4.0756000000000006,3.1505,38,26,0,-1
game_1213,france,kazakhstan,0,3599.98,1,4,2.6664000000000003,2.0064,21,18,0,-3
game_1214,ethiopia,india,0,3600.02,3,2,2.567,3.4947,22,37,1,1
game_1215,guatemala,iceland,1,6206.57,0,1,5.6666,3.5724,52,40,0,-1
game_1216,oman,serbia,0,3600.0,2,4,2.2016,2.7748,18,25,0,-2
game_1217,uk,usa,1,4290.21,2,3,4.4415000000000004,3.7206,35,28,0,-1
game_1218,brazil,indonesia,0,3599.99,4,5,4.2709,2.603,32,28,0,-1
game_1219,mongolia,netherlands,0,3599.99,4,0,1.4301,1.9236,18,19,1,4
game_122,thailand,usa,0,3599.9900000000002,5,4,5.5778,2.3909,36,26,1,1
game_1220,vietnam,uae,1,4196.0,3,2,2.6991,2.0167,24,17,1,1
game_1221,mexico,panama,0,3600.0,4,1,3.268,2.6377,24,31,1,3
game_1222,morocco,usa,0,3599.98,6,2,3.7708,2.2971,34,24,1,4
game_1223,rwanda,china,0,3600.01,2,7,2.3672,2.9383,25,24,0,-5
game_1224,thailand,ethiopia,0,3600.0,3,1,4.2104,2.3224,32,24,1,2
game_1225,peru,oman,1,3761.45,6,5,3.129,3.4051,28,28,1,1
game_1226,pakistan,mongolia,0,3599.99,3,0,4.644,1.8997,36,22,1,3
game_1227,new_zealand,indonesia,0,3599.98,4,1,2.9973,1.7406,25,17,1,3
game_1228,switzerland,singapore,0,3600.0,0,1,2.0915,2.7674,23,28,0,-1
game_1229,guatemala,serbia,1,4051.88,2,3,3.0536,3.8689999999999998,24,41,0,-1
game_123,uae,brazil,1,4564.740000000001,3,2,3.6557999999999997,2.5517,34,25,1,1
game_1230,mexico,canada,0,3599.9900000000002,4,1,2.6092,2.004,24,22,1,3
game_1231,india,kazakhstan,1,3799.3199999999997,2,3,2.4871,2.4838,23,26,0,-1
game_1232,vietnam,iceland,1,4588.43,5,6,3.2425,3.5093,30,28,0,-1
game_1233,panama,germany,0,3600.02,7,1,3.4805,2.0993,30,19,1,6
game_1234,uk,france,0,3599.98,4,2,3.3625,3.0771,26,28,1,2
game_1235,netherlands,philippines,0,3600.01,6,1,3.0529,1.1131,24,15,1,5
game_1236,south_korea,brazil,0,3599.98,2,4,3.2769999999999997,4.8575,33,32,0,-2
game_1237,serbia,netherlands,0,3600.0,5,2,4.0352,2.3436,33,28,1,3
game_1238,indonesia,thailand,0,3600.01,1,2,2.0231,5.8315,19,41,0,-1
game_1239,canada,ethiopia,1,5031.1,4,3,3.8553,2.7435,39,29,1,1
game_124,singapore,france,0,3599.99,4,3,3.045,4.8053,29,39,1,1
game_1240,saudi_arabia,mexico,0,3600.0099999999998,4,3,2.3461,2.8565,19,26,1,1
game_1241,oman,germany,0,3599.99,0,2,3.4396,2.9611,26,22,0,-2
game_1242,mongolia,uae,1,4817.55,1,2,2.3952,2.5221,31,27,0,-1
game_1243,brazil,peru,1,3686.34,2,3,3.2284,2.9332,28,35,0,-1
game_1244,vietnam,rwanda,0,3599.99,5,4,4.0587,4.1704,27,29,1,1
game_1245,panama,philippines,1,4135.94,1,2,2.4354999999999998,3.5211,25,33,0,-1
game_1246,singapore,uk,0,3600.0,1,3,2.5768,4.1309000000000005,22,32,0,-2
game_1247,pakistan,china,0,3600.0,1,4,2.4661,3.8770000000000002,23,28,0,-3
game_1248,switzerland,usa,0,3600.01,5,1,3.6532999999999998,2.6449000000000003,27,24,1,4
game_1249,kazakhstan,iceland,1,3909.0,2,1,3.8845,2.868,37,26,1,1
game_125,usa,thailand,0,3600.0,3,6,3.1711,3.2011000000000003,28,26,0,-3
game_1250,morocco,south_korea,0,3600.02,8,4,2.9001,2.4183,27,28,1,4
game_1251,france,india,0,3599.98,5,3,3.263,3.5993,28,33,1,2
game_1252,pakistan,morocco,0,3600.01,7,4,4.1216,2.6421,37,22,1,3
game_1253,thailand,vietnam,0,3600.01,9,3,4.5753,1.8459,33,22,1,6
game_1254,philippines,iceland,0,3599.99,3,2,3.141,2.9376,23,24,1,1
game_1255,south_korea,mongolia,0,3600.0,4,2,3.7367,1.8866,32,17,1,2
game_1256,saudi_arabia,brazil,0,3599.98,2,3,1.9728999999999999,3.234,21,28,0,-1
game_1257,usa,france,0,3600.0,3,5,3.4183,5.0353,25,37,0,-2
game_1258,rwanda,ethiopia,0,3599.99,2,5,1.9482,2.5958,20,27,0,-3
game_1259,indonesia,china,0,3600.0,4,2,1.8408,2.0412999999999997,25,17,1,2
game_126,germany,south_korea,0,3600.0,3,7,1.8212000000000002,4.7506,17,37,0,-4
game_1260,kazakhstan,canada,0,3600.01,6,5,2.6624000000000003,4.1304,22,32,1,1
game_1261,germany,oman,0,3600.0,3,2,1.9621,4.1615,16,28,1,1
game_1262,mexico,new_zealand,0,3600.02,2,3,3.0643000000000002,2.2591,23,23,0,-1
game_1263,panama,guatemala,1,4213.31,2,3,2.2765999999999997,4.1083,24,43,0,-1
game_1264,singapore,netherlands,0,3600.01,1,10,2.3545,4.7571,20,42,0,-9
game_1265,serbia,uk,0,3599.9900000000002,2,7,3.4119,3.2589,28,31,0,-5
game_1266,uae,india,0,3600.0099999999998,4,2,3.0344,3.3943000000000003,26,36,1,2
game_1267,switzerland,peru,1,5307.02,3,2,4.2363,3.0236,43,31,1,1
game_1268,singapore,usa,0,3599.99,2,0,3.3373000000000004,3.3486000000000002,27,28,1,2
game_1269,canada,thailand,0,3600.0,3,2,3.1710000000000003,3.2418,31,22,1,1
game_127,morocco,indonesia,0,3600.0,1,4,2.8938,2.0594,27,25,0,-3
game_1270,morocco,peru,0,3599.99,4,2,2.8173,3.6766,26,30,1,2
game_1271,uae,rwanda,1,4552.58,4,3,5.2479,2.5331,35,27,1,1
game_1272,mexico,india,0,3599.99,1,2,2.6555,2.3623000000000003,25,28,0,-1
game_1273,indonesia,ethiopia,0,3599.99,3,6,4.0235,2.3354,38,21,0,-3
game_1274,south_korea,guatemala,0,3600.01,3,7,3.8036000000000003,3.3714,36,29,0,-4
game_1275,germany,mongolia,0,3599.99,7,5,4.2274,2.2963,31,24,1,2
game_1276,china,france,1,4515.47,7,6,4.4421,3.4589,33,30,1,1
game_1277,uk,iceland,0,3600.01,1,2,2.9646,2.7041,25,24,0,-1
game_1278,oman,panama,0,3600.01,7,2,3.2437,2.8394,28,26,1,5
game_1279,pakistan,saudi_arabia,0,3599.9900000000002,3,1,2.7713,1.6945000000000001,25,15,1,2
