game_id,record_id,home_team,away_team,went_ot,home_off_line,home_def_pairing,away_off_line,away_def_pairing,home_goalie,away_goalie,toi,home_assists,home_shots,home_xg,home_max_xg,home_goals,away_assists,away_shots,away_xg,away_max_xg,away_goals,home_penalties_committed,home_penalty_minutes,away_penalties_committed,away_penalty_minutes,half
game_1032,record_750,ethiopia,saudi_arabia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_258,player_id_212,720.0,0,2,0.1623,0.0858,0,3,15,1.9552,0.1399,2,6,12,0,0,first
game_1033,record_770,serbia,oman,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_12,player_id_266,714.82,2,8,1.5026,0.2407,1,0,2,0.1959,0.1027,0,1,2,10,22,first
game_1037,record_845,iceland,netherlands,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_16,player_id_148,720.0,0,2,0.148,0.0902,0,2,7,0.8613,0.143,1,6,12,1,2,first
game_1038,record_866,guatemala,canada,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_141,player_id_232,840.0,0,1,0.0642,0.0642,0,0,9,1.0942,0.1415,0,8,16,3,6,first
game_1038,record_875,guatemala,canada,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_141,player_id_232,720.0,4,7,1.0854,0.2112,2,0,3,0.1605,0.0556,0,0,0,7,14,first
game_1039,record_881,germany,vietnam,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_75,player_id_60,694.11,0,2,0.2112,0.1166,0,0,6,0.9206,0.1604,1,6,12,1,5,first
game_1041,record_956,france,pakistan,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_208,player_id_106,707.75,1,4,0.6468,0.1647,1,2,1,0.1651,0.1651,1,0,0,9,18,first
game_1042,record_972,china,peru,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_216,player_id_218,689.06,0,4,0.3466,0.1001,0,4,4,0.6257,0.2119,2,9,18,0,0,first
game_1043,record_995,philippines,uae,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_38,player_id_259,778.0,1,11,1.7589,0.2155,1,1,3,0.2302,0.1293,1,0,0,8,16,first
game_1044,record_1005,brazil,mexico,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_14,player_id_103,922.01,0,7,0.5433,0.0814,1,6,12,1.6854,0.1561,3,9,18,1,2,first
game_1046,record_1042,switzerland,india,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_86,player_id_257,668.35,2,9,1.1733,0.1422,1,0,1,0.0668,0.0668,0,1,2,6,14,first
game_1048,record_1088,mexico,france,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_103,player_id_208,720.0,0,3,0.1979,0.0707,0,2,10,1.4379,0.1528,1,6,12,1,2,first
game_105,record_1122,south_korea,mexico,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_80,player_id_103,761.29,3,14,2.1544,0.2308,2,1,4,0.2679,0.0752,1,1,2,11,22,first
game_1050,record_1142,oman,indonesia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_266,player_id_93,756.87,0,0,0.0,0.0,0,0,7,0.8906,0.1314,0,7,14,1,2,first
game_1054,record_1225,serbia,ethiopia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_12,player_id_258,897.75,0,4,0.3051,0.0791,0,2,18,2.6034,0.2155,1,7,17,1,2,first
game_1055,record_1236,uae,china,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_259,player_id_216,960.0,4,16,2.7231,0.2151,2,0,2,0.1424,0.0745,0,0,0,10,20,first
game_1056,record_1255,usa,netherlands,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_152,player_id_148,912.46,6,12,1.6891,0.1479,3,0,1,0.0742,0.0742,0,1,2,10,20,first
game_1057,record_1289,pakistan,kazakhstan,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_106,player_id_192,1330.27,0,5,0.5658,0.1169,0,0,10,1.4201,0.1564,0,11,25,1,2,first
game_1058,record_1295,switzerland,canada,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_86,player_id_232,720.0,0,4,0.2828,0.08,0,0,10,1.4494,0.1517,0,7,14,1,2,first
game_1058,record_1304,switzerland,canada,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_86,player_id_232,720.0,5,8,1.2627,0.222,3,0,1,0.0765,0.0765,0,0,0,7,14,first
game_1059,record_1319,singapore,south_korea,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_123,player_id_80,787.28,4,12,2.0457,0.1789,3,0,3,0.2561,0.0967,0,0,0,8,16,first
game_1062,record_1386,rwanda,singapore,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_62,player_id_123,720.0,0,1,0.0866,0.0866,0,0,7,1.2337,0.1878,1,8,16,0,0,first
game_1063,record_1418,serbia,saudi_arabia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_12,player_id_212,1068.24,1,5,0.4221,0.0904,1,5,11,2.3103,0.2383,3,13,26,1,2,first
game_1067,record_1489,south_korea,india,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_80,player_id_257,840.0,0,0,0.0,0.0,0,6,12,2.0905,0.2312,4,8,16,0,0,first
game_107,record_1556,iceland,netherlands,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_16,player_id_148,929.94,0,3,0.1985,0.0727,0,0,12,1.7082,0.2156,0,12,24,0,0,first
game_1075,record_1660,peru,new_zealand,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_218,player_id_36,1047.16,5,13,2.1404,0.1723,3,0,0,0.0,0.0,0,1,2,9,18,first
game_1076,record_1695,uae,france,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_259,player_id_208,789.95,2,10,1.3781,0.1454,1,0,0,0.0,0.0,0,3,6,7,14,first
game_1080,record_1783,netherlands,rwanda,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_148,player_id_62,960.0,4,15,2.9867,0.2381,2,0,2,0.1121,0.0636,0,0,0,12,24,first
game_1081,record_1800,india,singapore,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_257,player_id_123,720.0,0,2,0.1533,0.0768,0,3,5,0.8083,0.164,2,6,12,1,2,first
game_1083,record_1837,mexico,philippines,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_103,player_id_38,869.84,2,14,2.7679,0.2504,2,0,4,0.3729,0.1573,1,1,2,11,22,first
game_1084,record_1872,pakistan,peru,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_106,player_id_218,704.6,2,10,1.5342,0.1593,1,0,0,0.0,0.0,0,1,2,6,12,first
game_1087,record_1926,switzerland,guatemala,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_86,player_id_141,654.36,1,1,0.046,0.046,1,2,6,0.837,0.2049,1,7,14,0,0,first
game_1088,record_1934,panama,canada,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_293,player_id_232,720.0,8,11,1.7459,0.168,4,0,3,0.2241,0.105,1,2,4,7,14,first
game_1089,record_1966,new_zealand,usa,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_36,player_id_152,677.57,3,15,2.9959,0.2399,2,0,1,0.0892,0.0892,0,1,2,10,20,first
game_1091,record_2020,france,indonesia,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_208,player_id_93,656.26,8,12,2.0622,0.2417,4,0,1,0.1299,0.1299,0,1,2,9,18,first
game_1092,record_2031,brazil,thailand,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_14,player_id_142,661.53,6,8,1.3856,0.1796,3,0,3,0.354,0.1566,0,0,0,7,14,first
game_1093,record_2051,uae,germany,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_259,player_id_75,720.0,0,7,1.1588,0.2355,0,0,3,0.2156,0.0719,0,0,0,9,18,first
game_1095,record_2096,iceland,brazil,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_16,player_id_14,720.0,0,1,0.0875,0.0875,0,2,4,0.7193,0.2273,2,7,14,1,2,first
game_1098,record_2152,china,oman,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_216,player_id_266,720.75,0,1,0.1319,0.1319,0,0,10,1.4132,0.1478,0,8,18,4,8,first
game_1098,record_2155,china,oman,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_216,player_id_266,831.7,5,19,3.3409,0.2386,4,0,1,0.0618,0.0618,0,1,2,11,22,first
game_1099,record_2174,saudi_arabia,canada,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_212,player_id_232,744.55,11,16,2.1909,0.1488,6,0,1,0.096,0.096,0,1,2,8,19,first
game_110,record_2204,switzerland,morocco,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_86,player_id_25,651.85,7,11,1.8869,0.2296,4,0,3,0.1813,0.0609,1,0,0,8,16,first
game_1100,record_2235,mongolia,serbia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_220,player_id_12,713.39,0,2,0.136,0.0736,0,3,12,2.1313,0.2381,2,7,16,0,0,first
game_1104,record_2321,mexico,pakistan,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_103,player_id_106,878.04,6,9,1.4013,0.1663,3,0,6,0.4163,0.1063,0,4,8,8,16,first
game_1108,record_2387,vietnam,germany,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_60,player_id_75,669.09,3,9,1.5838,0.2475,2,0,2,0.1382,0.0752,0,0,0,10,20,first
game_1109,record_2403,rwanda,switzerland,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_62,player_id_86,708.35,0,0,0.0,0.0,0,2,8,1.3441,0.2165,2,9,18,0,0,first
game_1110,record_2440,thailand,saudi_arabia,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_142,player_id_212,695.86,2,10,1.7714,0.2473,2,0,1,0.0744,0.0744,0,2,4,8,16,first
game_1111,record_2473,china,germany,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_216,player_id_75,896.83,2,10,1.8231,0.2312,1,0,3,0.2166,0.0751,0,0,0,9,18,first
game_1114,record_2529,rwanda,mongolia,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_62,player_id_220,740.27,2,6,1.138,0.2413,1,0,1,0.0463,0.0463,0,0,0,13,26,first
game_1115,record_2543,vietnam,serbia,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_60,player_id_12,792.54,0,5,0.806,0.227,0,0,6,0.5765,0.109,0,3,6,10,20,first
game_1116,record_2571,philippines,ethiopia,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_38,player_id_258,763.89,1,12,1.7565,0.1529,1,0,1,0.073,0.073,0,1,2,8,16,first
game_1117,record_2595,new_zealand,brazil,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_36,player_id_14,720.0,1,6,0.4207,0.0964,1,0,14,2.3032,0.1817,0,7,16,2,4,first
game_1118,record_2601,oman,switzerland,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_266,player_id_86,720.0,0,3,0.2348,0.0824,0,1,13,1.7745,0.1541,1,6,12,0,0,first
game_1121,record_2689,panama,mexico,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_293,player_id_103,1200.0,0,4,0.234,0.0601,0,3,17,3.2595,0.2451,2,13,26,0,0,first
game_1123,record_2730,uae,iceland,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_259,player_id_16,820.51,2,8,1.096,0.1501,1,0,3,0.2106,0.0743,0,2,4,7,14,first
game_1126,record_2775,india,thailand,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_257,player_id_142,759.32,3,6,0.8566,0.1577,2,0,3,0.2781,0.0969,0,0,0,8,16,first
game_1127,record_2796,germany,morocco,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_75,player_id_25,940.7,0,16,2.2875,0.1652,0,0,2,0.1883,0.1048,0,2,4,9,18,first
game_1130,record_2888,france,uae,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_208,player_id_259,1080.0,0,20,3.387,0.2309,0,0,5,0.3444,0.1134,1,1,2,11,22,first
game_1132,record_2931,oman,rwanda,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_266,player_id_62,737.07,4,11,1.656,0.1663,2,0,1,0.0592,0.0592,0,3,6,7,14,first
game_1138,record_3038,mongolia,mexico,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_220,player_id_103,859.98,2,17,2.835,0.2049,1,0,1,0.0709,0.0709,0,1,2,13,26,first
game_1140,record_3098,canada,new_zealand,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_232,player_id_36,788.73,3,13,2.2677,0.2442,2,0,2,0.115,0.0591,0,1,2,11,22,first
game_1141,record_3116,mexico,thailand,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_103,player_id_142,720.0,0,4,0.2283,0.0693,0,1,7,0.8671,0.1396,1,9,18,2,4,first
game_1142,record_3144,netherlands,pakistan,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_148,player_id_106,924.97,2,10,1.5242,0.1624,1,0,0,0.0,0.0,0,0,0,9,18,first
game_1143,record_3155,rwanda,iceland,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_62,player_id_16,799.08,0,6,0.4779,0.086,0,0,7,1.0399,0.1582,0,7,14,1,2,first
game_1145,record_3197,serbia,switzerland,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_12,player_id_86,817.31,0,9,1.4229,0.1631,0,0,6,0.432,0.1029,0,1,2,7,14,first
game_1146,record_3225,saudi_arabia,vietnam,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_212,player_id_60,840.0,3,16,2.6079,0.2465,3,0,0,0.0,0.0,0,1,2,9,20,first
game_1147,record_3234,mongolia,oman,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_220,player_id_266,753.2,6,11,1.8527,0.2354,3,0,1,0.0867,0.0867,0,0,0,10,20,first
game_1148,record_3254,canada,uae,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_232,player_id_259,1104.56,0,3,0.2149,0.0755,0,5,12,1.9323,0.2189,3,14,28,1,2,first
game_115,record_3300,pakistan,mexico,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_106,player_id_103,682.17,1,8,1.3308,0.2457,1,0,3,0.3184,0.1134,0,2,4,10,20,first
game_1151,record_3343,kazakhstan,singapore,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_192,player_id_123,730.09,1,13,2.0356,0.2101,1,0,3,0.2697,0.09,0,0,0,8,16,first
game_1155,record_3411,brazil,south_korea,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_14,player_id_80,661.93,4,6,0.8953,0.1833,2,0,2,0.1013,0.0669,0,1,2,8,16,first
game_1157,record_3453,oman,saudi_arabia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_266,player_id_212,910.49,3,6,0.5612,0.1224,2,0,11,1.7232,0.2265,0,10,20,2,4,first
game_1158,record_3486,rwanda,uk,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_62,player_id_40,790.97,0,1,0.0589,0.0589,0,2,6,0.9548,0.1613,1,8,16,0,0,first
game_1159,record_3499,thailand,indonesia,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_142,player_id_93,720.0,0,2,0.219,0.1151,0,2,8,1.2032,0.2107,1,9,18,1,2,first
game_1160,record_3537,pakistan,south_korea,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_106,player_id_80,1053.18,0,12,1.8897,0.16,0,0,4,0.336,0.1002,0,3,6,10,23,first
game_1161,record_3550,mongolia,germany,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_220,player_id_75,726.05,3,19,2.6232,0.1693,2,0,2,0.1717,0.0933,0,1,2,7,14,first
game_1162,record_3572,serbia,singapore,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_12,player_id_123,653.41,9,13,2.1751,0.2353,5,2,5,0.4286,0.087,1,1,2,8,16,first
game_1168,record_3689,iceland,france,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_16,player_id_208,960.0,0,2,0.1484,0.0791,0,0,16,2.3003,0.1498,0,8,18,2,4,first
game_1171,record_3767,canada,peru,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_232,player_id_218,720.0,6,12,1.8964,0.2269,4,0,3,0.1901,0.0697,0,2,4,8,16,first
game_1173,record_3811,uae,south_korea,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_259,player_id_80,703.85,2,10,1.572,0.2155,1,1,5,0.3761,0.0809,1,0,0,7,14,first
game_1176,record_3871,mongolia,saudi_arabia,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_220,player_id_212,655.15,0,6,0.7327,0.1237,0,0,1,0.0933,0.0933,0,0,0,6,12,first
game_1180,record_3971,indonesia,serbia,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_93,player_id_12,712.12,4,10,1.6148,0.205,2,0,3,0.2526,0.0867,0,0,0,7,14,first
game_1181,record_3985,south_korea,canada,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_80,player_id_232,793.5,0,5,0.2906,0.0614,0,2,8,1.209,0.1537,1,7,14,1,2,first
game_1187,record_4112,uk,new_zealand,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_40,player_id_36,840.0,2,10,1.8832,0.2516,1,0,2,0.1355,0.0702,0,0,0,8,16,first
game_1188,record_4134,brazil,india,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_14,player_id_257,720.0,3,12,2.1251,0.2373,2,0,4,0.2863,0.0735,0,1,2,7,14,first
game_1192,record_4225,china,usa,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_216,player_id_152,720.0,1,2,0.1998,0.1041,1,1,11,1.6681,0.1529,1,6,12,0,0,first
game_1193,record_4246,iceland,guatemala,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_16,player_id_141,720.0,2,5,0.3663,0.1007,1,4,11,1.5997,0.153,3,7,14,1,2,first
game_1195,record_4281,south_korea,pakistan,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_80,player_id_106,748.36,4,11,1.8219,0.2187,2,0,4,0.3279,0.1145,0,1,2,12,24,first
game_1195,record_4293,south_korea,pakistan,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_80,player_id_106,729.86,0,2,0.1849,0.0944,0,4,9,1.5957,0.2413,2,10,20,1,2,first
game_1197,record_4334,mexico,germany,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_103,player_id_75,832.71,1,6,1.1799,0.2505,1,0,2,0.1457,0.0766,0,2,4,8,18,first
game_1198,record_4351,rwanda,netherlands,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_62,player_id_148,720.0,4,11,1.58,0.1604,4,0,3,0.2485,0.0838,0,2,4,6,14,first
game_1199,record_4365,uk,singapore,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_40,player_id_123,699.63,0,3,0.3214,0.1305,0,4,13,2.8859,0.2574,3,9,18,1,2,first
game_12,record_4385,philippines,south_korea,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_38,player_id_80,720.0,0,1,0.0676,0.0676,1,1,9,1.5188,0.2155,1,9,18,0,0,first
game_1201,record_4442,indonesia,switzerland,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_93,player_id_86,750.56,1,10,1.3857,0.1423,1,2,3,0.2636,0.0917,1,1,2,8,16,first
game_1204,record_4516,peru,kazakhstan,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_218,player_id_192,840.0,0,2,0.1812,0.0952,0,2,13,2.0643,0.2204,1,8,16,2,4,first
game_1205,record_4519,uae,ethiopia,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_259,player_id_258,1076.93,7,18,2.6053,0.1698,4,0,2,0.1177,0.0598,0,0,0,8,16,first
game_1206,record_4558,canada,thailand,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_232,player_id_142,836.36,2,5,0.342,0.0862,1,2,12,1.6504,0.1657,1,6,15,2,4,first
game_1207,record_4570,germany,pakistan,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_75,player_id_106,725.64,3,13,2.3633,0.2426,2,0,8,0.8272,0.1114,0,0,0,10,20,first
game_1208,record_4591,china,saudi_arabia,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_216,player_id_212,737.97,0,1,0.0784,0.0784,0,2,7,1.1187,0.2262,1,8,16,2,4,first
game_1209,record_4618,morocco,switzerland,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_25,player_id_86,1016.16,6,10,1.3191,0.1502,3,0,11,0.5315,0.0747,0,2,4,15,32,first
game_121,record_4624,vietnam,germany,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_60,player_id_75,720.0,0,3,0.2636,0.1115,0,6,10,1.7789,0.2391,3,7,14,0,0,first
game_1210,record_4652,south_korea,new_zealand,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_80,player_id_36,665.45,0,4,0.2356,0.0642,0,1,9,1.6476,0.233,1,10,20,0,0,first
game_1211,record_4670,peru,rwanda,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_218,player_id_62,840.0,6,15,2.2954,0.22,3,0,1,0.0773,0.0773,0,0,0,8,16,first
game_1212,record_4693,singapore,philippines,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_123,player_id_38,705.91,0,4,0.3131,0.0869,2,5,10,1.7454,0.2336,3,10,20,0,0,first
game_1215,record_4734,guatemala,iceland,1,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_141,player_id_16,720.0,0,4,0.2686,0.0686,0,0,6,0.8408,0.1502,0,9,18,1,2,first
game_1215,record_4746,guatemala,iceland,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_141,player_id_16,1175.67,0,16,2.3314,0.2118,0,0,8,0.5829,0.0989,0,4,8,15,32,first
game_1217,record_4788,uk,usa,1,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_40,player_id_152,720.0,2,11,1.7885,0.1683,1,0,4,0.3936,0.1153,0,2,4,8,16,first
game_1218,record_4797,brazil,indonesia,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_14,player_id_93,751.05,0,5,0.5411,0.1168,0,4,8,0.9989,0.1457,2,8,16,1,2,first
game_122,record_4830,thailand,usa,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_142,player_id_152,985.88,7,18,3.4034,0.2539,5,1,7,0.5618,0.108,1,2,4,12,24,first
game_1222,record_4905,morocco,usa,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_25,player_id_152,818.09,0,8,1.1675,0.1586,0,0,2,0.1175,0.0658,0,1,2,7,14,first
game_1223,record_4915,rwanda,china,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_62,player_id_216,777.59,0,3,0.2264,0.0755,0,6,10,1.5689,0.1672,4,8,16,1,2,first
